DATE,HOUR,STATION,SO2,NOX,NO2,CO,O3,FSP
22/2/2024,2,CENTRAL/WESTERN,2,14,10,N.A.,49,7
22/2/2024,3,CENTRAL/WESTERN,3,37,32,N.A.,27,6
22/2/2024,4,CENTRAL/WESTERN,4,N.A.,N.A.,N.A.,7,9
22/2/2024,5,CENTRAL/WESTERN,3,49,41,N.A.,16,11
22/2/2024,6,CENTRAL/WESTERN,2,38,32,N.A.,21,10
22/2/2024,7,CENTRAL/WESTERN,2,54,37,N.A.,15,10
22/2/2024,8,CENTRAL/WESTERN,3,73,47,N.A.,11,10
22/2/2024,9,CENTRAL/WESTERN,3,77,45,N.A.,12,13
22/2/2024,10,CENTRAL/WESTERN,3,98,53,N.A.,8,14
22/2/2024,11,CENTRAL/WESTERN,5,227,65,N.A.,6,18
22/2/2024,12,CENTRAL/WESTERN,5,167,58,N.A.,10,23
22/2/2024,13,CENTRAL/WESTERN,3,65,40,N.A.,26,18
22/2/2024,14,CENTRAL/WESTERN,3,56,34,N.A.,34,17
22/2/2024,15,CENTRAL/WESTERN,3,60,41,N.A.,34,16
22/2/2024,16,CENTRAL/WESTERN,3,56,41,N.A.,39,14
22/2/2024,17,CENTRAL/WESTERN,2,66,50,N.A.,29,15
22/2/2024,18,CENTRAL/WESTERN,3,80,58,N.A.,18,18
22/2/2024,19,CENTRAL/WESTERN,2,38,32,N.A.,39,17
22/2/2024,20,CENTRAL/WESTERN,3,58,53,N.A.,26,16
22/2/2024,21,CENTRAL/WESTERN,2,49,44,N.A.,30,18
22/2/2024,22,CENTRAL/WESTERN,2,19,16,N.A.,54,17
22/2/2024,23,CENTRAL/WESTERN,2,17,14,N.A.,46,12
22/2/2024,24,CENTRAL/WESTERN,3,99,61,N.A.,7,15
23/2/2024,1,CENTRAL/WESTERN,3,32,27,N.A.,36,15
23/2/2024,2,CENTRAL/WESTERN,2,21,18,N.A.,43,14
23/2/2024,3,CENTRAL/WESTERN,2,12,9,N.A.,49,15
23/2/2024,4,CENTRAL/WESTERN,2,10,7,N.A.,51,14
23/2/2024,5,CENTRAL/WESTERN,2,10,7,N.A.,52,12
23/2/2024,6,CENTRAL/WESTERN,2,12,9,N.A.,50,9
23/2/2024,7,CENTRAL/WESTERN,1,20,17,N.A.,41,8
23/2/2024,8,CENTRAL/WESTERN,1,27,22,N.A.,36,6
23/2/2024,9,CENTRAL/WESTERN,2,46,35,N.A.,21,8
23/2/2024,10,CENTRAL/WESTERN,2,47,32,N.A.,21,10
23/2/2024,11,CENTRAL/WESTERN,2,46,28,N.A.,23,8
23/2/2024,12,CENTRAL/WESTERN,2,62,34,N.A.,16,10
23/2/2024,13,CENTRAL/WESTERN,2,58,34,N.A.,19,15
23/2/2024,14,CENTRAL/WESTERN,2,59,36,N.A.,23,19
23/2/2024,15,CENTRAL/WESTERN,2,53,37,N.A.,28,20
23/2/2024,16,CENTRAL/WESTERN,2,55,39,N.A.,26,20
23/2/2024,17,CENTRAL/WESTERN,2,62,47,N.A.,24,21
23/2/2024,18,CENTRAL/WESTERN,2,62,49,N.A.,23,15
23/2/2024,19,CENTRAL/WESTERN,2,60,51,N.A.,22,17
23/2/2024,20,CENTRAL/WESTERN,2,58,51,N.A.,23,18
23/2/2024,21,CENTRAL/WESTERN,2,47,41,N.A.,25,21
23/2/2024,22,CENTRAL/WESTERN,2,43,39,N.A.,30,20
23/2/2024,23,CENTRAL/WESTERN,1,30,27,N.A.,39,18
23/2/2024,24,CENTRAL/WESTERN,2,46,39,N.A.,25,17
24/2/2024,1,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,32,17
24/2/2024,2,CENTRAL/WESTERN,2,28,25,N.A.,38,12
24/2/2024,3,CENTRAL/WESTERN,1,20,17,N.A.,42,12
24/2/2024,4,CENTRAL/WESTERN,2,23,20,N.A.,34,16
24/2/2024,5,CENTRAL/WESTERN,2,21,18,N.A.,31,14
24/2/2024,6,CENTRAL/WESTERN,1,26,22,N.A.,26,14
24/2/2024,7,CENTRAL/WESTERN,1,39,33,N.A.,16,13
24/2/2024,8,CENTRAL/WESTERN,3,60,40,N.A.,9,14
24/2/2024,9,CENTRAL/WESTERN,4,83,41,N.A.,10,15
24/2/2024,10,CENTRAL/WESTERN,3,75,40,N.A.,16,15
24/2/2024,11,CENTRAL/WESTERN,3,71,37,N.A.,23,15
24/2/2024,12,CENTRAL/WESTERN,2,64,37,N.A.,32,20
24/2/2024,13,CENTRAL/WESTERN,2,51,34,N.A.,45,19
24/2/2024,14,CENTRAL/WESTERN,3,83,48,N.A.,28,18
24/2/2024,15,CENTRAL/WESTERN,4,74,48,N.A.,33,22
24/2/2024,16,CENTRAL/WESTERN,3,78,56,N.A.,32,23
24/2/2024,17,CENTRAL/WESTERN,4,83,62,N.A.,34,26
24/2/2024,18,CENTRAL/WESTERN,3,68,58,N.A.,35,29
24/2/2024,19,CENTRAL/WESTERN,2,72,65,N.A.,21,27
24/2/2024,20,CENTRAL/WESTERN,3,71,63,N.A.,13,25
24/2/2024,21,CENTRAL/WESTERN,3,74,60,N.A.,8,22
24/2/2024,22,CENTRAL/WESTERN,3,72,56,N.A.,8,19
24/2/2024,23,CENTRAL/WESTERN,3,63,52,N.A.,7,18
24/2/2024,24,CENTRAL/WESTERN,4,65,49,N.A.,6,23
25/2/2024,1,CENTRAL/WESTERN,3,55,44,N.A.,11,22
25/2/2024,2,CENTRAL/WESTERN,3,48,41,N.A.,12,17
25/2/2024,3,CENTRAL/WESTERN,4,38,33,N.A.,16,15
25/2/2024,4,CENTRAL/WESTERN,3,31,26,N.A.,19,18
25/2/2024,5,CENTRAL/WESTERN,4,29,24,N.A.,18,15
25/2/2024,6,CENTRAL/WESTERN,4,36,30,N.A.,13,12
25/2/2024,7,CENTRAL/WESTERN,3,39,31,N.A.,11,14
25/2/2024,8,CENTRAL/WESTERN,5,61,36,N.A.,7,13
25/2/2024,9,CENTRAL/WESTERN,6,73,36,N.A.,8,13
25/2/2024,10,CENTRAL/WESTERN,6,66,33,N.A.,13,11
25/2/2024,11,CENTRAL/WESTERN,3,51,27,N.A.,19,10
25/2/2024,12,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
25/2/2024,13,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
25/2/2024,14,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
25/2/2024,15,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
25/2/2024,16,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
25/2/2024,17,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
25/2/2024,18,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
25/2/2024,19,CENTRAL/WESTERN,N.A.,65,59,N.A.,N.A.,N.A.
25/2/2024,20,CENTRAL/WESTERN,0,52,48,N.A.,32,17
25/2/2024,21,CENTRAL/WESTERN,1,72,59,N.A.,N.A.,17
25/2/2024,22,CENTRAL/WESTERN,3,94,71,N.A.,7,17
25/2/2024,23,CENTRAL/WESTERN,5,97,69,N.A.,5,17
25/2/2024,24,CENTRAL/WESTERN,4,72,59,N.A.,9,16
26/2/2024,1,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,6,15
26/2/2024,2,CENTRAL/WESTERN,3,53,47,N.A.,13,15
26/2/2024,3,CENTRAL/WESTERN,3,57,51,N.A.,11,17
26/2/2024,4,CENTRAL/WESTERN,3,39,35,N.A.,28,17
26/2/2024,5,CENTRAL/WESTERN,3,19,16,N.A.,48,24
26/2/2024,6,CENTRAL/WESTERN,3,22,18,N.A.,45,27
26/2/2024,7,CENTRAL/WESTERN,2,43,32,N.A.,33,23
26/2/2024,8,CENTRAL/WESTERN,2,92,49,N.A.,7,21
26/2/2024,9,CENTRAL/WESTERN,3,71,45,N.A.,15,22
26/2/2024,10,CENTRAL/WESTERN,3,65,40,N.A.,18,29
26/2/2024,11,CENTRAL/WESTERN,3,66,36,N.A.,24,31
26/2/2024,12,CENTRAL/WESTERN,3,47,29,N.A.,32,33
26/2/2024,13,CENTRAL/WESTERN,2,44,28,N.A.,41,30
26/2/2024,14,CENTRAL/WESTERN,2,52,35,N.A.,44,29
26/2/2024,15,CENTRAL/WESTERN,2,49,36,N.A.,58,27
26/2/2024,16,CENTRAL/WESTERN,2,52,38,N.A.,64,26
26/2/2024,17,CENTRAL/WESTERN,2,77,58,N.A.,44,28
26/2/2024,18,CENTRAL/WESTERN,1,62,53,N.A.,54,28
26/2/2024,19,CENTRAL/WESTERN,2,51,46,N.A.,62,22
26/2/2024,20,CENTRAL/WESTERN,2,45,42,N.A.,65,27
26/2/2024,21,CENTRAL/WESTERN,6,106,91,N.A.,12,31
26/2/2024,22,CENTRAL/WESTERN,6,94,79,N.A.,7,33
26/2/2024,23,CENTRAL/WESTERN,8,98,69,N.A.,5,32
26/2/2024,24,CENTRAL/WESTERN,6,92,60,N.A.,5,29
27/2/2024,1,CENTRAL/WESTERN,6,93,57,N.A.,5,25
27/2/2024,2,CENTRAL/WESTERN,6,89,57,N.A.,6,26
27/2/2024,3,CENTRAL/WESTERN,4,58,52,N.A.,19,28
27/2/2024,4,CENTRAL/WESTERN,2,47,42,N.A.,18,27
27/2/2024,5,CENTRAL/WESTERN,2,36,32,N.A.,34,21
27/2/2024,6,CENTRAL/WESTERN,2,28,25,N.A.,35,18
27/2/2024,7,CENTRAL/WESTERN,3,40,35,N.A.,23,20
27/2/2024,8,CENTRAL/WESTERN,3,78,48,N.A.,8,18
27/2/2024,9,CENTRAL/WESTERN,4,89,47,N.A.,9,17
27/2/2024,10,CENTRAL/WESTERN,3,122,50,N.A.,8,20
27/2/2024,11,CENTRAL/WESTERN,3,71,39,N.A.,31,22
27/2/2024,12,CENTRAL/WESTERN,N.A.,55,34,N.A.,N.A.,23
27/2/2024,13,CENTRAL/WESTERN,2,49,32,N.A.,N.A.,23
27/2/2024,14,CENTRAL/WESTERN,N.A.,47,33,N.A.,60,26
27/2/2024,15,CENTRAL/WESTERN,1,52,38,N.A.,59,29
27/2/2024,16,CENTRAL/WESTERN,1,67,51,N.A.,49,27
27/2/2024,17,CENTRAL/WESTERN,1,51,43,N.A.,59,30
27/2/2024,18,CENTRAL/WESTERN,2,61,54,N.A.,54,29
27/2/2024,19,CENTRAL/WESTERN,2,47,43,N.A.,62,36
27/2/2024,20,CENTRAL/WESTERN,3,44,41,N.A.,67,31
27/2/2024,21,CENTRAL/WESTERN,3,36,33,N.A.,71,30
27/2/2024,22,CENTRAL/WESTERN,3,35,32,N.A.,79,35
27/2/2024,23,CENTRAL/WESTERN,3,37,34,N.A.,77,31
27/2/2024,24,CENTRAL/WESTERN,1,27,24,N.A.,81,20
28/2/2024,1,CENTRAL/WESTERN,N.A.,N.A.,N.A.,N.A.,85,18
28/2/2024,2,CENTRAL/WESTERN,2,16,13,N.A.,87,16
28/2/2024,3,CENTRAL/WESTERN,2,15,12,N.A.,88,15
28/2/2024,4,CENTRAL/WESTERN,2,11,9,N.A.,88,10
28/2/2024,5,CENTRAL/WESTERN,2,12,9,N.A.,96,9
28/2/2024,6,CENTRAL/WESTERN,2,12,9,N.A.,88,8
28/2/2024,7,CENTRAL/WESTERN,1,20,17,N.A.,77,13
28/2/2024,8,CENTRAL/WESTERN,1,31,27,N.A.,66,16
28/2/2024,9,CENTRAL/WESTERN,2,41,35,N.A.,60,20
28/2/2024,10,CENTRAL/WESTERN,2,49,41,N.A.,57,24
28/2/2024,11,CENTRAL/WESTERN,2,60,48,N.A.,53,19
28/2/2024,12,CENTRAL/WESTERN,1,52,43,N.A.,56,18
28/2/2024,13,CENTRAL/WESTERN,1,50,41,N.A.,60,18
28/2/2024,14,CENTRAL/WESTERN,1,58,46,N.A.,61,23
28/2/2024,15,CENTRAL/WESTERN,1,52,44,N.A.,69,24
28/2/2024,16,CENTRAL/WESTERN,2,63,55,N.A.,62,22
28/2/2024,17,CENTRAL/WESTERN,2,64,57,N.A.,63,24
28/2/2024,18,CENTRAL/WESTERN,2,62,57,N.A.,64,23
28/2/2024,19,CENTRAL/WESTERN,1,65,61,N.A.,60,23
28/2/2024,20,CENTRAL/WESTERN,2,56,53,N.A.,68,22
28/2/2024,21,CENTRAL/WESTERN,2,37,34,N.A.,85,20
28/2/2024,22,CENTRAL/WESTERN,2,30,27,N.A.,87,19
28/2/2024,23,CENTRAL/WESTERN,1,26,23,N.A.,80,20
28/2/2024,24,CENTRAL/WESTERN,1,21,18,N.A.,N.A.,17
29/2/2024,1,CENTRAL/WESTERN,1,21,18,N.A.,87,16
29/2/2024,2,CENTRAL/WESTERN,2,17,14,N.A.,88,18
29/2/2024,3,CENTRAL/WESTERN,2,18,14,N.A.,84,19
29/2/2024,4,CENTRAL/WESTERN,1,13,10,N.A.,84,18
29/2/2024,5,CENTRAL/WESTERN,1,13,10,N.A.,82,17
29/2/2024,6,CENTRAL/WESTERN,1,14,11,N.A.,78,17
29/2/2024,7,CENTRAL/WESTERN,1,21,17,N.A.,69,16
29/2/2024,8,CENTRAL/WESTERN,1,44,36,N.A.,50,20
29/2/2024,9,CENTRAL/WESTERN,1,72,56,N.A.,41,22
29/2/2024,10,CENTRAL/WESTERN,2,90,66,N.A.,29,25
29/2/2024,11,CENTRAL/WESTERN,2,85,61,N.A.,37,25
29/2/2024,12,CENTRAL/WESTERN,2,89,61,N.A.,47,25
29/2/2024,13,CENTRAL/WESTERN,2,72,55,N.A.,52,26
29/2/2024,14,CENTRAL/WESTERN,5,188,96,N.A.,12,39
29/2/2024,15,CENTRAL/WESTERN,5,176,81,N.A.,8,72
29/2/2024,16,CENTRAL/WESTERN,4,141,66,N.A.,6,67
29/2/2024,17,CENTRAL/WESTERN,4,101,48,N.A.,6,35
29/2/2024,18,CENTRAL/WESTERN,4,93,42,N.A.,6,14
29/2/2024,19,CENTRAL/WESTERN,4,95,41,N.A.,8,10
29/2/2024,20,CENTRAL/WESTERN,3,78,45,N.A.,5,12
29/2/2024,21,CENTRAL/WESTERN,3,74,50,N.A.,6,14
29/2/2024,22,CENTRAL/WESTERN,3,57,46,N.A.,10,6
29/2/2024,23,CENTRAL/WESTERN,3,55,45,N.A.,14,3
29/2/2024,24,CENTRAL/WESTERN,3,42,36,N.A.,25,1
1/2/2024,1,EASTERN,1,N.A.,33,N.A.,66,25
1/2/2024,2,EASTERN,1,N.A.,31,N.A.,61,23
1/2/2024,3,EASTERN,1,N.A.,27,N.A.,59,20
1/2/2024,4,EASTERN,1,N.A.,26,N.A.,55,13
1/2/2024,5,EASTERN,1,N.A.,26,N.A.,59,12
1/2/2024,6,EASTERN,0,N.A.,40,N.A.,43,10
1/2/2024,7,EASTERN,0,N.A.,59,N.A.,29,14
1/2/2024,8,EASTERN,0,N.A.,65,N.A.,28,16
1/2/2024,9,EASTERN,0,N.A.,71,N.A.,23,18
1/2/2024,10,EASTERN,0,N.A.,69,N.A.,25,20
1/2/2024,11,EASTERN,0,N.A.,60,N.A.,33,18
1/2/2024,12,EASTERN,0,N.A.,49,N.A.,42,18
1/2/2024,13,EASTERN,0,N.A.,44,N.A.,48,14
1/2/2024,14,EASTERN,0,N.A.,40,N.A.,57,13
1/2/2024,15,EASTERN,1,N.A.,49,N.A.,49,11
1/2/2024,16,EASTERN,0,N.A.,59,N.A.,44,11
1/2/2024,17,EASTERN,0,N.A.,56,N.A.,50,10
1/2/2024,18,EASTERN,1,N.A.,55,N.A.,59,10
1/2/2024,19,EASTERN,0,N.A.,73,N.A.,42,13
1/2/2024,20,EASTERN,0,N.A.,59,N.A.,50,21
1/2/2024,21,EASTERN,1,N.A.,48,N.A.,55,20
1/2/2024,22,EASTERN,1,N.A.,47,N.A.,54,16
1/2/2024,23,EASTERN,0,N.A.,49,N.A.,48,16
1/2/2024,24,EASTERN,0,N.A.,61,N.A.,29,12
2/2/2024,1,EASTERN,0,N.A.,66,N.A.,17,17
2/2/2024,2,EASTERN,0,N.A.,61,N.A.,18,15
2/2/2024,3,EASTERN,0,N.A.,51,N.A.,23,12
2/2/2024,4,EASTERN,0,N.A.,47,N.A.,21,13
2/2/2024,5,EASTERN,1,N.A.,28,N.A.,36,8
2/2/2024,6,EASTERN,0,N.A.,35,N.A.,28,8
2/2/2024,7,EASTERN,0,N.A.,43,N.A.,29,7
2/2/2024,8,EASTERN,0,N.A.,52,N.A.,18,7
2/2/2024,9,EASTERN,0,N.A.,55,N.A.,22,6
2/2/2024,10,EASTERN,1,N.A.,48,N.A.,31,7
2/2/2024,11,EASTERN,1,N.A.,41,N.A.,39,10
2/2/2024,12,EASTERN,1,N.A.,39,N.A.,47,10
2/2/2024,13,EASTERN,1,N.A.,41,N.A.,55,10
2/2/2024,14,EASTERN,1,N.A.,40,N.A.,64,11
2/2/2024,15,EASTERN,0,N.A.,46,N.A.,58,10
2/2/2024,16,EASTERN,0,N.A.,50,N.A.,59,11
2/2/2024,17,EASTERN,0,N.A.,57,N.A.,51,13
2/2/2024,18,EASTERN,0,N.A.,48,N.A.,57,11
2/2/2024,19,EASTERN,0,N.A.,49,N.A.,51,18
2/2/2024,20,EASTERN,1,N.A.,35,N.A.,65,23
2/2/2024,21,EASTERN,1,N.A.,31,N.A.,74,23
2/2/2024,22,EASTERN,1,N.A.,28,N.A.,79,21
2/2/2024,23,EASTERN,1,N.A.,28,N.A.,73,18
2/2/2024,24,EASTERN,1,N.A.,24,N.A.,71,16
3/2/2024,1,EASTERN,0,N.A.,20,N.A.,73,16
3/2/2024,2,EASTERN,0,N.A.,17,N.A.,73,13
3/2/2024,3,EASTERN,1,N.A.,12,N.A.,80,12
3/2/2024,4,EASTERN,1,N.A.,13,N.A.,79,10
3/2/2024,5,EASTERN,1,N.A.,12,N.A.,79,11
3/2/2024,6,EASTERN,1,N.A.,19,N.A.,70,7
3/2/2024,7,EASTERN,0,N.A.,28,N.A.,58,8
3/2/2024,8,EASTERN,1,N.A.,32,N.A.,56,11
3/2/2024,9,EASTERN,0,N.A.,40,N.A.,50,11
3/2/2024,10,EASTERN,1,N.A.,41,N.A.,51,10
3/2/2024,11,EASTERN,0,N.A.,45,N.A.,50,12
3/2/2024,12,EASTERN,1,N.A.,43,N.A.,51,13
3/2/2024,13,EASTERN,1,N.A.,44,N.A.,60,14
3/2/2024,14,EASTERN,1,N.A.,53,N.A.,63,17
3/2/2024,15,EASTERN,1,N.A.,42,N.A.,79,14
3/2/2024,16,EASTERN,1,N.A.,46,N.A.,76,13
3/2/2024,17,EASTERN,1,N.A.,57,N.A.,74,13
3/2/2024,18,EASTERN,1,N.A.,48,N.A.,85,15
3/2/2024,19,EASTERN,1,N.A.,42,N.A.,85,17
3/2/2024,20,EASTERN,1,N.A.,35,N.A.,87,14
3/2/2024,21,EASTERN,1,N.A.,36,N.A.,83,13
3/2/2024,22,EASTERN,1,N.A.,37,N.A.,77,14
3/2/2024,23,EASTERN,1,N.A.,50,N.A.,63,12
3/2/2024,24,EASTERN,1,N.A.,42,N.A.,68,10
4/2/2024,1,EASTERN,1,N.A.,31,N.A.,72,9
4/2/2024,2,EASTERN,1,N.A.,22,N.A.,81,8
4/2/2024,3,EASTERN,1,N.A.,17,N.A.,81,11
4/2/2024,4,EASTERN,1,N.A.,17,N.A.,76,10
4/2/2024,5,EASTERN,1,N.A.,20,N.A.,73,13
4/2/2024,6,EASTERN,1,N.A.,25,N.A.,69,14
4/2/2024,7,EASTERN,1,N.A.,37,N.A.,55,17
4/2/2024,8,EASTERN,1,N.A.,36,N.A.,57,21
4/2/2024,9,EASTERN,1,N.A.,42,N.A.,52,23
4/2/2024,10,EASTERN,1,N.A.,51,N.A.,46,16
4/2/2024,11,EASTERN,0,N.A.,52,N.A.,43,17
4/2/2024,12,EASTERN,0,N.A.,42,N.A.,45,21
4/2/2024,13,EASTERN,1,N.A.,38,N.A.,50,16
4/2/2024,14,EASTERN,0,N.A.,36,N.A.,53,11
4/2/2024,15,EASTERN,0,N.A.,37,N.A.,51,12
4/2/2024,16,EASTERN,0,N.A.,43,N.A.,46,17
4/2/2024,17,EASTERN,0,N.A.,41,N.A.,52,13
4/2/2024,18,EASTERN,0,N.A.,46,N.A.,46,14
4/2/2024,19,EASTERN,0,N.A.,42,N.A.,51,19
4/2/2024,20,EASTERN,1,N.A.,41,N.A.,52,17
4/2/2024,21,EASTERN,1,N.A.,34,N.A.,63,16
4/2/2024,22,EASTERN,1,N.A.,39,N.A.,58,16
4/2/2024,23,EASTERN,1,N.A.,38,N.A.,60,12
4/2/2024,24,EASTERN,1,N.A.,29,N.A.,70,11
5/2/2024,1,EASTERN,1,N.A.,30,N.A.,63,14
5/2/2024,2,EASTERN,0,N.A.,27,N.A.,60,15
5/2/2024,3,EASTERN,1,N.A.,17,N.A.,67,15
5/2/2024,4,EASTERN,1,N.A.,16,N.A.,63,18
5/2/2024,5,EASTERN,1,N.A.,15,N.A.,60,19
5/2/2024,6,EASTERN,0,N.A.,21,N.A.,55,19
5/2/2024,7,EASTERN,0,N.A.,35,N.A.,39,22
5/2/2024,8,EASTERN,0,N.A.,40,N.A.,31,20
5/2/2024,9,EASTERN,0,N.A.,46,N.A.,24,16
5/2/2024,10,EASTERN,N.A.,N.A.,N.A.,N.A.,N.A.,17
5/2/2024,11,EASTERN,N.A.,N.A.,N.A.,N.A.,N.A.,16
5/2/2024,12,EASTERN,0,N.A.,37,N.A.,26,N.A.
5/2/2024,13,EASTERN,1,N.A.,36,N.A.,41,N.A.
5/2/2024,14,EASTERN,1,N.A.,37,N.A.,51,N.A.
5/2/2024,15,EASTERN,1,N.A.,40,N.A.,53,12
5/2/2024,16,EASTERN,1,N.A.,41,N.A.,60,16
5/2/2024,17,EASTERN,1,N.A.,55,N.A.,56,17
5/2/2024,18,EASTERN,1,N.A.,56,N.A.,60,20
5/2/2024,19,EASTERN,1,N.A.,54,N.A.,67,22
5/2/2024,20,EASTERN,1,N.A.,51,N.A.,66,24
5/2/2024,21,EASTERN,1,N.A.,42,N.A.,73,20
5/2/2024,22,EASTERN,1,N.A.,33,N.A.,78,15
5/2/2024,23,EASTERN,1,N.A.,31,N.A.,77,9
5/2/2024,24,EASTERN,1,N.A.,26,N.A.,83,11
6/2/2024,1,EASTERN,1,N.A.,23,N.A.,83,13
6/2/2024,2,EASTERN,1,N.A.,19,N.A.,76,12
6/2/2024,3,EASTERN,1,N.A.,14,N.A.,78,12
6/2/2024,4,EASTERN,1,N.A.,10,N.A.,73,12
6/2/2024,5,EASTERN,1,N.A.,11,N.A.,71,10
6/2/2024,6,EASTERN,1,N.A.,12,N.A.,73,12
6/2/2024,7,EASTERN,0,N.A.,22,N.A.,66,14
6/2/2024,8,EASTERN,0,N.A.,41,N.A.,46,12
6/2/2024,9,EASTERN,0,N.A.,49,N.A.,40,14
6/2/2024,10,EASTERN,1,N.A.,51,N.A.,36,14
6/2/2024,11,EASTERN,1,N.A.,41,N.A.,50,11
6/2/2024,12,EASTERN,1,N.A.,37,N.A.,64,14
6/2/2024,13,EASTERN,1,N.A.,32,N.A.,76,14
6/2/2024,14,EASTERN,1,N.A.,38,N.A.,74,13
6/2/2024,15,EASTERN,1,N.A.,41,N.A.,75,16
6/2/2024,16,EASTERN,1,N.A.,41,N.A.,80,14
6/2/2024,17,EASTERN,1,N.A.,46,N.A.,73,17
6/2/2024,18,EASTERN,1,N.A.,39,N.A.,74,17
6/2/2024,19,EASTERN,0,N.A.,40,N.A.,66,15
6/2/2024,20,EASTERN,1,N.A.,36,N.A.,64,14
6/2/2024,21,EASTERN,1,N.A.,32,N.A.,64,12
6/2/2024,22,EASTERN,1,N.A.,34,N.A.,59,11
6/2/2024,23,EASTERN,0,N.A.,34,N.A.,58,9
6/2/2024,24,EASTERN,1,N.A.,28,N.A.,61,6
7/2/2024,1,EASTERN,1,N.A.,18,N.A.,75,7
7/2/2024,2,EASTERN,1,N.A.,13,N.A.,81,8
7/2/2024,3,EASTERN,1,N.A.,11,N.A.,82,9
7/2/2024,4,EASTERN,1,N.A.,12,N.A.,81,10
7/2/2024,5,EASTERN,1,N.A.,13,N.A.,77,11
7/2/2024,6,EASTERN,1,N.A.,22,N.A.,68,17
7/2/2024,7,EASTERN,0,N.A.,37,N.A.,55,17
7/2/2024,8,EASTERN,0,N.A.,42,N.A.,50,20
7/2/2024,9,EASTERN,0,N.A.,42,N.A.,50,24
7/2/2024,10,EASTERN,0,N.A.,41,N.A.,48,27
7/2/2024,11,EASTERN,0,N.A.,45,N.A.,45,18
7/2/2024,12,EASTERN,0,N.A.,38,N.A.,49,14
7/2/2024,13,EASTERN,0,N.A.,38,N.A.,50,11
7/2/2024,14,EASTERN,0,N.A.,43,N.A.,34,12
7/2/2024,15,EASTERN,0,N.A.,35,N.A.,15,8
7/2/2024,16,EASTERN,0,N.A.,34,N.A.,14,7
7/2/2024,17,EASTERN,0,N.A.,37,N.A.,14,11
7/2/2024,18,EASTERN,0,N.A.,40,N.A.,13,14
7/2/2024,19,EASTERN,1,N.A.,41,N.A.,13,11
7/2/2024,20,EASTERN,0,N.A.,43,N.A.,12,14
7/2/2024,21,EASTERN,0,N.A.,43,N.A.,12,14
7/2/2024,22,EASTERN,0,N.A.,39,N.A.,13,10
7/2/2024,23,EASTERN,0,N.A.,38,N.A.,12,12
7/2/2024,24,EASTERN,0,N.A.,33,N.A.,13,11
8/2/2024,1,EASTERN,0,N.A.,25,N.A.,21,7
8/2/2024,2,EASTERN,0,N.A.,23,N.A.,22,4
8/2/2024,3,EASTERN,0,N.A.,18,N.A.,25,4
8/2/2024,4,EASTERN,0,N.A.,16,N.A.,26,2
8/2/2024,5,EASTERN,1,N.A.,13,N.A.,33,3
8/2/2024,6,EASTERN,0,N.A.,17,N.A.,26,1
8/2/2024,7,EASTERN,0,N.A.,26,N.A.,20,5
8/2/2024,8,EASTERN,0,N.A.,32,N.A.,15,4
8/2/2024,9,EASTERN,1,N.A.,34,N.A.,14,2
8/2/2024,10,EASTERN,0,N.A.,36,N.A.,14,3
8/2/2024,11,EASTERN,0,N.A.,35,N.A.,17,5
8/2/2024,12,EASTERN,0,N.A.,27,N.A.,22,5
8/2/2024,13,EASTERN,0,N.A.,25,N.A.,26,5
8/2/2024,14,EASTERN,0,N.A.,29,N.A.,26,6
8/2/2024,15,EASTERN,1,N.A.,35,N.A.,18,10
8/2/2024,16,EASTERN,1,N.A.,39,N.A.,15,9
8/2/2024,17,EASTERN,1,N.A.,38,N.A.,16,7
8/2/2024,18,EASTERN,0,N.A.,37,N.A.,17,6
8/2/2024,19,EASTERN,0,N.A.,36,N.A.,19,5
8/2/2024,20,EASTERN,0,N.A.,36,N.A.,19,8
8/2/2024,21,EASTERN,0,N.A.,34,N.A.,20,9
8/2/2024,22,EASTERN,0,N.A.,30,N.A.,23,8
8/2/2024,23,EASTERN,0,N.A.,26,N.A.,26,9
8/2/2024,24,EASTERN,0,N.A.,24,N.A.,29,5
9/2/2024,1,EASTERN,1,N.A.,22,N.A.,30,4
9/2/2024,2,EASTERN,1,N.A.,17,N.A.,33,6
9/2/2024,3,EASTERN,1,N.A.,13,N.A.,36,5
9/2/2024,4,EASTERN,1,N.A.,12,N.A.,37,6
9/2/2024,5,EASTERN,1,N.A.,12,N.A.,37,6
9/2/2024,6,EASTERN,1,N.A.,15,N.A.,36,9
9/2/2024,7,EASTERN,1,N.A.,23,N.A.,29,7
9/2/2024,8,EASTERN,0,N.A.,31,N.A.,23,6
9/2/2024,9,EASTERN,0,N.A.,35,N.A.,21,2
9/2/2024,10,EASTERN,0,N.A.,36,N.A.,22,2
9/2/2024,11,EASTERN,0,N.A.,36,N.A.,25,6
