日期,时间,中西区,南区,东区,观塘,深水埗,葵涌,荃湾,将军澳,元朗,屯门,东涌,大埔,沙田,北区,塔门,铜锣湾,中环,旺角
2024/2/13,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4*,4,4,4,4
2024/2/13,5,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4
2024/2/13,6,4,4,4,4,4,4,4,5,3,3,4,4,3,4,4,4,4,4
2024/2/13,7,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4
2024/2/13,8,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4
2024/2/13,9,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4
2024/2/13,10,4,4,4,4,4,4,4,4,3,4,4,4,4,4*,4,4,4,4
2024/2/13,11,4,4,4,4,4,4,4,5,4,4,4,4,4,4*,4,4,4,4
2024/2/13,12,4,4,5,4,4,4,4,5,4,4,4,4,4,4*,4,5,4,4
2024/2/13,13,4,5,5,4,4,4,4,5,4,5,4,5,5,4*,5,5,5,5
2024/2/13,14,5,5,5,4,4,4,4,5,4,5,5,5,5,4*,5,5,5,5
2024/2/13,15,5,5,5,5,4,4,4,5,4,5,5,5,5,4*,5,5,5,5
2024/2/13,16,4,5,5,4,4,4,4,5,4,5,4,5,5,4,5,5,5,5
2024/2/13,17,4,4,5,4,4,4,4,5,4,5,5,5,4,4,5,5,5,4
2024/2/13,18,4,4,5,4,4,4,4,5,4,5,5,4,4,4,5,5,5,4
2024/2/13,19,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,5,5,4
2024/2/13,20,4,4,5,5,4,4,4,5,4,4,5,4,4,4,5,5,5,5
2024/2/13,21,4,4,5,5,4,4,4,5,4,4,5,4,5,4,5,5,5,5
2024/2/13,22,4,4,5,5,4,4,4,5,3,4,5,4,4,4,4,5,5,5
2024/2/13,23,4,4,5,5,4,4,4,4,3,4,5,4,4,4,4,5,5,5
2024/2/13,24,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,5,4,4
2024/2/13,每日最高值,5,5,5,5,4,4,4,5,4,5,5,5,5,4,5,5,5,5
2024/2/14,1,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4
2024/2/14,2,4,4,4,4,4,4,4,5,3,4,4*,3,4,4,3,4,4,4
2024/2/14,3,4,4,4,4,4,4,3,5,3,4,4*,4,4,4,3,4,4*,4
2024/2/14,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4
2024/2/14,5,4,4,4,4,4,4,3,4,2,3,3,3,3,3,3,4,4,4
2024/2/14,6,4,4,4,4,4,3,3,4,2,3,3,3,3,3,2,4,4,4
2024/2/14,7,4,4,4,3,4,3,3,3,2,3,3,2,3,3,2,4,4,4
2024/2/14,8,4,4,4,3,4,3,3,3,2,3,3,2,2,2,2,4,4,4
2024/2/14,9,4,4,4,4,4,3,3,3,2,3,3,2,2,2,2,4,4,4
2024/2/14,10,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4
2024/2/14,11,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,4,4,4
2024/2/14,12,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4*,4
2024/2/14,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4*,4
2024/2/14,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/14,15,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
2024/2/14,16,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
2024/2/14,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/14,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/14,19,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4
2024/2/14,20,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4
2024/2/14,21,4,3,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,4
2024/2/14,22,4,3,4,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4
2024/2/14,23,4,3,4,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4
2024/2/14,24,4,3,4,4,4,3,3,4,3,4,3,3,3,3,3,4,4,4
2024/2/14,每日最高值,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4
2024/2/15,1,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4
2024/2/15,2,4,3,4,4,4,3,3,3,3,3,3,2,3,3,3,4,4,4
2024/2/15,3,4,3,4,3,4,3,3,3,3,3,3,2,3,2,3,4,4,4
2024/2/15,4,4,3,4,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3
2024/2/15,5,3,3,3,3*,3,3*,3,3,3,3,3,2,2*,2,2,3,3,3
2024/2/15,6,3,3,3,3*,3,3*,3,3,3,3,3,2,2*,2,2,3,3,3
2024/2/15,7,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3
2024/2/15,8,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3
2024/2/15,9,3,4,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3
2024/2/15,10,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3
2024/2/15,11,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
2024/2/15,12,3,4,4,4*,4,3,3,4,3,4,3,3,3,3,3,4*,4,4
2024/2/15,13,4,4,4,4*,4,4,3,4,3,4,4,3*,3,3*,3,4*,4,4
2024/2/15,14,4,4,4,4*,4,4,4,4,4,4,4,4*,4,4*,3,4*,4,4
2024/2/15,15,4,4,4,4,4,4,4,4,4,4,4,4*,4,4*,3,4*,4,4
2024/2/15,16,4,4,4,4,4,4,4,4,4,4,4,4*,4,4*,3,4*,4,4
2024/2/15,17,4,4,4,4,4,4,4,4,4,4,3,4,4,4*,3,4*,4,4
2024/2/15,18,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
2024/2/15,19,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4
2024/2/15,20,3,3,4,4,3,4,3,4,4,4,3,4,4,4,3,4,3,4
2024/2/15,21,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3
2024/2/15,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
2024/2/15,23,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,4,4,4
2024/2/15,24,4,3,4,3,4,3,3,3,3,3,3,3,3,2,2,4,4,4
2024/2/15,每日最高值,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/16,1,4,3,4,3,4,3,3,3,3,3,3,3,3,2,2,4,4,4
2024/2/16,2,4,3,4,3,4,3,3,3,2,3,3,3,3,2,2,4,3,4
2024/2/16,3,4,3,3,3,4,3,3,3,2,3,3,3,3,2,2,3,3,4
2024/2/16,4,3,3,3,3,4,3,3,3,2,3,3,3,3,2,2,3,3,4
2024/2/16,5,3,3,3,3,4,3,3,3,2,3,3,3,2,2,3,3,3,4
2024/2/16,6,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,4
2024/2/16,7,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3
2024/2/16,8,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3
2024/2/16,9,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/16,10,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2024/2/16,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/16,12,3,3,3,3*,3,3,3,3,3*,3,3,3,3,3,3,3,3,3
2024/2/16,13,3,3,3,3*,3,3,3,3,3*,4,3,3,3,3,3,4,3,3
2024/2/16,14,4,4,4,4*,3,3,3,4,4*,4,4,3,3,3,4,4,4,4
2024/2/16,15,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2024/2/16,16,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2024/2/16,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/16,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/16,19,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2024/2/16,20,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4
2024/2/16,21,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4
2024/2/16,22,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4
2024/2/16,23,4,4,4,3,3,3,3,4,3,4,3,4,4,4,3,4,4,4
2024/2/16,24,3,3,4,3,3,3,3,4,3,4,3,4,3,3,3,4,4,3
2024/2/16,每日最高值,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/17,1,3,3,4,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3
2024/2/17,2,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3
2024/2/17,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3
2024/2/17,4,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3
2024/2/17,5,3,3,4,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3
2024/2/17,6,3,3,4,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3
2024/2/17,7,3,3,4,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3
2024/2/17,8,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3
2024/2/17,9,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3
2024/2/17,10,3,3,4,3,3,3,3,4,3,3,3*,3,3,3,3,4,3,3
2024/2/17,11,3,3,4,3,3,3,3,4,3,3,3*,3,3,3,3,4,4,3
2024/2/17,12,3,3,4,3,3,3,3,4,3,3,3*,4,3,3,4,4,4,4
2024/2/17,13,4,4,4,4,3,3,3,4,3,4,3*,4,4,3,4,4,4,4
2024/2/17,14,4,4,4,4,4,4,4,4,3,4,4*,4,4,4,4,4,4,4
2024/2/17,15,4,4,4,4,4,4,4,4,3,4,4*,4,4,4,4,4,4,4
2024/2/17,16,4,4,4,4,4,4,4,4,3,4,4*,4,4,4,4,4,4,4
2024/2/17,17,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2024/2/17,18,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2024/2/17,19,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2024/2/17,20,4,4,4,4,4,4,4,4,3,4*,4,4,4,4,4,4,4,4
2024/2/17,21,4,4,4,4,4,4,4,4,3,3*,4,4,4,3,4,4,4,4
2024/2/17,22,4,4,4,4,4,4,4,4,3,3*,3,4,4,3,3,4,4,4
2024/2/17,23,4,4,4,3,4,4,3,4,3,3*,3,4,4,3,3,4,4,4
2024/2/17,24,4,3,4,3,3,3,3,4,3,3*,3,4,4,3,3,4,4,4
2024/2/17,每日最高值,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4
2024/2/18,1,4,3,4,3,3,3,3,4,3,3*,3,4,4,3,3,3,3,4
2024/2/18,2,3,3,3,3,3,3,3,3,3,3*,3,3,3,3,2,3,3,3
2024/2/18,3,3,3,3,3,3,3,3,3,3,3*,3,3,3,3,2,3,3,3
2024/2/18,4,3,3,4,3,3,3,3,4,3,3*,3,3,3,3,2,3,3,3
2024/2/18,5,3,3,4,3,3,3,3,4,3,3*,3,3,3,3,2,4,3,3
2024/2/18,6,3,3,4,3,3,3,3,4,3,3*,3,3,3,3,2,3,3,3
2024/2/18,7,3,3,3,3,3,3,3,4,3,3*,3,3,3,3,2,3,3,3
2024/2/18,8,3,3,3,3,3,3,3,4,3,3*,3,3,3,3,2,3,3,3
2024/2/18,9,3,3,3,3,3,3,3,4,2,3*,3,3,3,3,2,3,3,3
2024/2/18,10,3,3,3,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,3
2024/2/18,11,3,3,3,3,3,3,3,3,3,3*,3,3,3,3,3,4,3,3
2024/2/18,12,3,3,3,3,3,3,3,3,3,3*,3,3,3,3,3,4,3,4
2024/2/18,13,4,3,4,3,4,3,3,4,3,3*,3,3,3,3,4,4,4,4
2024/2/18,14,4,4,4,4,4,4,3,4,3,3*,3,4,3,3,4,4,4,4
2024/2/18,15,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4
2024/2/18,16,4,4,4,4,4,3,3,5,3,3,3,4,3,3,4,4,4,4
2024/2/18,17,4,4,4,4,4,4,3,5,3,3,3,4,3,3,4,4,4,4
2024/2/18,18,4,4,4,4,4,4,3,5,3,3,3,4,4,3,4,4,4,4
2024/2/18,19,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4
2024/2/18,20,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4
2024/2/18,21,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,4,4
2024/2/18,22,3,3,4,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4
2024/2/18,23,3,3,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4
2024/2/18,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/18,每日最高值,4,4,4,4,4,4,3,5,3,3,3,4,4,3,4,4,4,4
2024/2/19,1,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2024/2/19,2,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3
2024/2/19,3,3,2,3,2,3,2,3,3,2,3,2,3,2,2,2,3,3,3
2024/2/19,4,3,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,3
2024/2/19,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/19,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2024/2/19,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/19,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/19,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/19,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/19,11,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2*,3
2024/2/19,12,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3*,3
2024/2/19,13,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3*,3
2024/2/19,14,2,3,3,2,3,3,3,3,2,2,3,2,2,2,2,3,3,3
2024/2/19,15,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3
2024/2/19,16,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3
2024/2/19,17,3,3,3,2,3,3,3,3,2,3,2,2,3,2,2,3,3,3
2024/2/19,18,3,3,3,3,3,3,3,3,2,3,2,2,3,2,*,3,3,3
2024/2/19,19,3,3,3,3,3,3,3,3,2,3,2,3,3,2,*,3,3,3
2024/2/19,20,3,3,3,3,3,3,3,3,2,3,2,3,3,2,*,3,3,3
2024/2/19,21,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3
2024/2/19,22,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3
2024/2/19,23,2,3,3,2,2,3,3,3,2,3,2,2,3,2,2,3,3,3
2024/2/19,24,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2
2024/2/19,每日最高值,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/20,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
2024/2/20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/20,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/20,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/20,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/20,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/20,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/20,9,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/20,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
2024/2/20,11,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3
2024/2/20,12,3,3,3,2,3,3,3*,3,2,3,2,2,2,2,2,3,3*,3
2024/2/20,13,3,3,3,2,3,3,3*,3,2,3,2,3,3,3,2,3,3*,3
2024/2/20,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3*,3
2024/2/20,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3*,3
2024/2/20,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3*,3
2024/2/20,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/20,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/20,19,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3
2024/2/20,20,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3
2024/2/20,21,2,3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,3,3
2024/2/20,22,2,3,3,2,3,3,2,3,2,3,2,2,2,2,2,3,3,3
2024/2/20,23,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,3,3,3
2024/2/20,24,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2
2024/2/20,每日最高值,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/21,1,3,3,3,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2
2024/2/21,2,3,3,3,2,3,3,3,3,2,3,3,2,3,2,*,3,3,3
2024/2/21,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,*,3,3,3
2024/2/21,4,3,3,3,2,3,3,3,2,2,3,3,2,3,2,2,3,3,3
2024/2/21,5,3,2,3,2,3,3,3,2,2,3,3,2,3,2,2,3,3,3
2024/2/21,6,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2024/2/21,7,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,2,3,3
2024/2/21,8,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2024/2/21,9,3,2,3,2,3,3,2,2,2,3,3,2,2,2,2,3,3,3
2024/2/21,10,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2024/2/21,11,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3
2024/2/21,12,3,3,3*,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
2024/2/21,13,3,3,3*,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
2024/2/21,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/21,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/21,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/21,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/21,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/21,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/21,20,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/21,21,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3
2024/2/21,22,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3
2024/2/21,23,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,3,3,3
2024/2/21,24,2,2,3,2,2,3,3,3,2,3,3,3,2,2,2,3,3,3
2024/2/21,每日最高值,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/22,1,2,2,3,2,2,3,3,3,2,2,3,2,2,2,2,3,3,3
2024/2/22,2,2,2,3,2,2,2,2*,2,2,2,2,2,2,2,2,2,3,2
2024/2/22,3,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,3,2
2024/2/22,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2024/2/22,5,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,1,2,2,2
2024/2/22,6,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,1,2,2,2
2024/2/22,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2024/2/22,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2024/2/22,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
2024/2/22,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
2024/2/22,11,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3
2024/2/22,12,3,3,3,2,2,3,3,2,2,2,2,2,2*,2,2,3,3*,3
2024/2/22,13,3,3,3,2,3,3,3,2,2,3,3,2,2*,2,2,3,3*,3
2024/2/22,14,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3
2024/2/22,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/22,16,3,3,3,3,3,3,3,3,3*,3,3,3,3*,3,3,3,3,3
2024/2/22,17,3,3,3,3,3,3,3,3,3*,3,3,3,3*,3,3,3,4,3
2024/2/22,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
2024/2/22,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/22,20,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/22,21,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/22,22,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/22,23,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3
2024/2/22,24,3,2,3,2,3,3,2,3,2,3,2,2,2,2,2,3,3,3
2024/2/22,每日最高值,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
2024/2/23,1,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3
2024/2/23,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3
2024/2/23,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3
2024/2/23,4,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2
2024/2/23,5,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2
2024/2/23,6,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2
2024/2/23,7,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/23,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/23,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/23,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
2024/2/23,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/23,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/23,13,2,2,2,2,2,2,2,2,2,3,2*,2,2,2,2,3,2,2
2024/2/23,14,2,2,3,2,2,2,2,2,2,3,2*,2,2,2,2,3,3,2
2024/2/23,15,2,3,3,2,2,3,2,2,2,3,3*,2,2,2,2,3,3,3
2024/2/23,16,3,3,3,3,3,3,3,3,2,3,3*,2,2,3,2,3,3,3
2024/2/23,17,3,3,3,3,3,3,3,3,3,3,3*,3,2,3,3,3,3,3
2024/2/23,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/23,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/23,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/23,21,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/23,22,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/23,23,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3
2024/2/23,24,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3
2024/2/23,每日最高值,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/24,1,3,3,3,2,3,3,3,3,2,3,2,2,3,2,2,3,3,3
2024/2/24,2,3,3,3,2,3,2,2,3,2,3,2,2,2,2,2,3,3,3
2024/2/24,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3
2024/2/24,4,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2
2024/2/24,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
2024/2/24,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/24,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/24,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/24,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/24,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
2024/2/24,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
2024/2/24,12,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
2024/2/24,13,3,3,3,2,3,2,2,3,2,3,2,2,2,2,2,3,3,3
2024/2/24,14,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,3,3,3
2024/2/24,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3
2024/2/24,16,3,3,4,3,3,3,4,3,3,3,3,3,3,3,2,4,4,4
2024/2/24,17,3,4,4,3,4,3,4,3,3,3,3,3,3,3,2,4,4,4
2024/2/24,18,4,4,3,3,3,3,4,3,3,4,3,3,3,3,2,5,4,4
2024/2/24,19,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,5,4,4
2024/2/24,20,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,5,4,3
2024/2/24,21,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,4,4,3
2024/2/24,22,3,3,3,2,3,3,3,3,2,3,3,2,2,2,2,4,3,3
2024/2/24,23,3,3,3,2,3,3,3,3,2,3,2,2,2,2,2,4,3,3
2024/2/24,24,3,3,3,2,3,2,2,3,2,3,2,2,2,2,2,3,3,3
2024/2/24,每日最高值,4,4,4,3,4,3,4,3,3,4,3,3,3,3,2,5,4,4
2024/2/25,1,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3
2024/2/25,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2
2024/2/25,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2
2024/2/25,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/25,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/25,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/25,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/25,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/25,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
